kind,geoid,name,qualified_name,state,state_name,west,south,east,north
state,01,Alabama,Alabama,AL,Alabama,-88.473227,30.223334,-84.889080,35.008028
state,02,Alaska,Alaska,AK,Alaska,-179.146711,51.215567,179.778470,71.387815
state,04,Arizona,Arizona,AZ,Arizona,-114.816510,31.332177,-109.045223,37.004260
state,05,Arkansas,Arkansas,AR,Arkansas,-94.617919,33.004291,-89.641003,36.499600
state,06,California,California,CA,California,-124.409591,32.534435,-114.131211,42.009485
state,08,Colorado,Colorado,CO,Colorado,-109.060253,36.992426,-102.041524,41.003444
state,09,Connecticut,Connecticut,CT,Connecticut,-73.727775,40.980144,-71.786994,42.050587
state,10,Delaware,Delaware,DE,Delaware,-75.788658,38.451196,-75.048939,39.839007
state,11,District of Columbia,District of Columbia,DC,District of Columbia,-77.119759,38.791645,-76.909395,38.995110
state,12,Florida,Florida,FL,Florida,-87.634938,24.521304,-80.031362,31.000888
state,13,Georgia,Georgia,GA,Georgia,-85.605165,30.357851,-80.840378,35.001244
state,15,Hawaii,Hawaii,HI,Hawaii,-178.334698,18.910361,-154.806773,28.402123
state,16,Idaho,Idaho,ID,Idaho,-117.243027,41.988209,-111.043564,49.000911
state,17,Illinois,Illinois,IL,Illinois,-91.513079,36.970298,-87.495199,42.508481
state,18,Indiana,Indiana,IN,Indiana,-88.097892,37.771742,-84.784579,41.760592
state,19,Iowa,Iowa,IA,Iowa,-96.638621,40.375659,-90.140061,43.501196
state,20,Kansas,Kansas,KS,Kansas,-102.051744,36.993016,-94.588413,40.003162
state,21,Kentucky,Kentucky,KY,Kentucky,-89.571509,36.497129,-81.964971,39.147458
state,22,Louisiana,Louisiana,LA,Louisiana,-94.043147,28.928609,-88.817017,33.019457
state,23,Maine,Maine,ME,Maine,-71.083924,42.977764,-66.949895,47.459686
state,24,Maryland,Maryland,MD,Maryland,-79.487651,37.911717,-75.048939,39.723043
state,25,Massachusetts,Massachusetts,MA,Massachusetts,-73.508142,41.237964,-69.928393,42.886589
state,26,Michigan,Michigan,MI,Michigan,-90.418136,41.696118,-82.413474,48.238800
state,27,Minnesota,Minnesota,MN,Minnesota,-97.239209,43.499369,-89.493977,49.384358
state,28,Mississippi,Mississippi,MS,Mississippi,-91.655009,30.175372,-88.097888,34.996052
state,29,Missouri,Missouri,MO,Missouri,-95.774704,35.995683,-89.098843,40.613640
state,30,Montana,Montana,MT,Montana,-116.049155,44.357962,-104.039563,49.001390
state,31,Nebraska,Nebraska,NE,Nebraska,-104.053514,39.999998,-95.308290,43.001708
state,32,Nevada,Nevada,NV,Nevada,-120.006455,35.001857,-114.039648,42.002207
state,33,New Hampshire,New Hampshire,NH,New Hampshire,-72.557247,42.696990,-70.610621,45.305476
state,34,New Jersey,New Jersey,NJ,New Jersey,-75.559537,38.928519,-73.893628,41.357423
state,35,New Mexico,New Mexico,NM,New Mexico,-109.050173,31.332301,-103.001964,37.000232
state,36,New York,New York,NY,New York,-79.762152,40.496103,-71.856483,45.015850
state,37,North Carolina,North Carolina,NC,North Carolina,-84.321869,33.842316,-75.460621,36.588117
state,38,North Dakota,North Dakota,ND,North Dakota,-104.048900,45.935054,-96.554507,49.000574
state,39,Ohio,Ohio,OH,Ohio,-84.820157,38.403202,-80.518693,41.977164
state,40,Oklahoma,Oklahoma,OK,Oklahoma,-103.002565,33.615833,-94.430662,37.002206
state,41,Oregon,Oregon,OR,Oregon,-124.566244,41.991794,-116.463504,46.290834
state,42,Pennsylvania,Pennsylvania,PA,Pennsylvania,-80.519891,39.719800,-74.689516,42.269860
state,44,Rhode Island,Rhode Island,RI,Rhode Island,-71.862772,41.146339,-71.120570,42.018798
state,45,South Carolina,South Carolina,SC,South Carolina,-83.353910,32.037593,-78.547324,35.215402
state,46,South Dakota,South Dakota,SD,South Dakota,-104.057879,42.479635,-96.436589,45.945450
state,47,Tennessee,Tennessee,TN,Tennessee,-90.310453,34.982972,-81.646900,36.678118
state,48,Texas,Texas,TX,Texas,-106.645646,25.837377,-93.508292,36.500704
state,49,Utah,Utah,UT,Utah,-114.052962,36.997968,-109.041058,42.001702
state,50,Vermont,Vermont,VT,Vermont,-73.437740,42.726853,-71.464555,45.016659
state,51,Virginia,Virginia,VA,Virginia,-83.675395,36.540738,-75.242469,39.466012
state,53,Washington,Washington,WA,Washington,-124.763068,45.543541,-116.915989,49.002494
state,54,West Virginia,West Virginia,WV,West Virginia,-82.644739,37.201483,-77.719519,40.638801
state,55,Wisconsin,Wisconsin,WI,Wisconsin,-92.888114,42.491983,-86.805415,47.080621
state,56,Wyoming,Wyoming,WY,Wyoming,-111.054556,40.994746,-104.052160,45.005815
state,60,American Samoa,American Samoa,AS,American Samoa,-171.089874,-14.548699,-168.143300,-11.046934
state,66,Guam,Guam,GU,Guam,144.618068,13.234189,144.956712,13.654383
state,69,Commonwealth of the Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,MP,Commonwealth of the Northern Mariana Islands,144.886369,14.110472,146.064525,20.553247
state,72,Puerto Rico,Puerto Rico,PR,Puerto Rico,-67.945404,17.883280,-65.221077,18.516023
state,78,United States Virgin Islands,United States Virgin Islands,VI,United States Virgin Islands,-65.085362,17.674678,-64.565594,18.415815
county,01001,Autauga,Autauga County,AL,Alabama,-86.921196,32.307574,-86.411172,32.708213
county,01003,Baldwin,Baldwin County,AL,Alabama,-88.028580,30.223334,-87.366591,31.319007
county,01005,Barbour,Barbour County,AL,Alabama,-85.748251,31.617747,-85.049310,32.148251
county,01007,Bibb,Bibb County,AL,Alabama,-87.421989,32.831522,-86.876118,33.246907
county,01009,Blount,Blount County,AL,Alabama,-86.963358,33.765191,-86.303516,34.260170
county,01011,Bullock,Bullock County,AL,Alabama,-85.999157,31.880275,-85.410042,32.305225
county,01013,Butler,Butler County,AL,Alabama,-86.908939,31.523683,-86.438341,31.964629
county,01015,Calhoun,Calhoun County,AL,Alabama,-86.146225,33.556075,-85.529432,33.968460
county,01017,Chambers,Chambers County,AL,Alabama,-85.593638,32.728530,-85.122189,33.109032
county,01019,Cherokee,Cherokee County,AL,Alabama,-85.843875,33.941423,-85.398837,34.526255
county,01021,Chilton,Chilton County,AL,Alabama,-87.019157,32.660117,-86.371151,33.071861
county,01023,Choctaw,Choctaw County,AL,Alabama,-88.473227,31.697952,-87.928250,32.310574
county,01025,Clarke,Clarke County,AL,Alabama,-88.180821,31.185486,-87.500930,31.991355
county,01027,Clay,Clay County,AL,Alabama,-86.174370,33.090260,-85.641129,33.498742
county,01029,Cleburne,Cleburne County,AL,Alabama,-85.887782,33.469349,-85.304439,33.964204
county,01031,Coffee,Coffee County,AL,Alabama,-86.196365,31.182057,-85.789140,31.619311
county,01033,Colbert,Colbert County,AL,Alabama,-88.139988,34.566230,-87.415888,34.906613
county,01035,Conecuh,Conecuh County,AL,Alabama,-87.427455,31.181133,-86.662082,31.753035
county,01037,Coosa,Coosa County,AL,Alabama,-86.522283,32.753483,-86.000050,33.104695
county,01039,Covington,Covington County,AL,Alabama,-86.702791,30.993245,-86.186876,31.528604
county,01041,Crenshaw,Crenshaw County,AL,Alabama,-86.503948,31.440072,-86.143950,32.051664
county,01043,Cullman,Cullman County,AL,Alabama,-87.151036,33.857974,-86.451111,34.313799
county,01045,Dale,Dale County,AL,Alabama,-85.791556,31.195173,-85.415336,31.620267
county,01047,Dallas,Dallas County,AL,Alabama,-87.473080,32.047202,-86.806867,32.729532
county,01049,DeKalb,DeKalb County,AL,Alabama,-86.118894,34.199262,-85.513709,34.860371
county,01051,Elmore,Elmore County,AL,Alabama,-86.413335,32.406146,-85.852718,32.769225
county,01053,Escambia,Escambia County,AL,Alabama,-87.616074,30.994596,-86.688063,31.261902
county,01055,Etowah,Etowah County,AL,Alabama,-86.370152,33.841598,-85.737137,34.200756
county,01057,Fayette,Fayette County,AL,Alabama,-87.951817,33.519568,-87.423701,33.919930
county,01059,Franklin,Franklin County,AL,Alabama,-88.173632,34.304598,-87.529667,34.581703
county,01061,Geneva,Geneva County,AL,Alabama,-86.193476,30.992870,-85.485294,31.199886
county,01063,Greene,Greene County,AL,Alabama,-88.207497,32.517794,-87.706329,33.153637
county,01065,Hale,Hale County,AL,Alabama,-87.870464,32.480783,-87.420560,33.006824
county,01067,Henry,Henry County,AL,Alabama,-85.418035,31.307675,-85.041305,31.774364
county,01069,Houston,Houston County,AL,Alabama,-85.712409,30.997083,-84.999428,31.314973
county,01071,Jackson,Jackson County,AL,Alabama,-86.359034,34.464571,-85.583145,34.991098
county,01073,Jefferson,Jefferson County,AL,Alabama,-87.341698,33.246007,-86.516678,33.843237
county,01075,Lamar,Lamar County,AL,Alabama,-88.274619,33.524065,-87.946305,34.058333
county,01077,Lauderdale,Lauderdale County,AL,Alabama,-88.202959,34.731931,-87.210759,35.008028
county,01079,Lawrence,Lawrence County,AL,Alabama,-87.530690,34.299153,-87.105073,34.804992
county,01081,Lee,Lee County,AL,Alabama,-85.696755,32.409840,-85.000789,32.746795
county,01083,Limestone,Limestone County,AL,Alabama,-87.278636,34.550790,-86.783609,34.999024
county,01085,Lowndes,Lowndes County,AL,Alabama,-86.908509,31.961609,-86.396357,32.406647
county,01087,Macon,Macon County,AL,Alabama,-86.023012,32.231996,-85.433543,32.595933
county,01089,Madison,Madison County,AL,Alabama,-86.790056,34.475652,-86.255771,34.992070
county,01091,Marengo,Marengo County,AL,Alabama,-88.118344,31.989859,-87.472206,32.547268
county,01093,Marion,Marion County,AL,Alabama,-88.207229,33.914731,-87.634344,34.321054
county,01095,Marshall,Marshall County,AL,Alabama,-86.581936,34.099073,-86.057712,34.600059
county,01097,Mobile,Mobile County,AL,Alabama,-88.432007,30.228030,-87.923944,31.173306
county,01099,Monroe,Monroe County,AL,Alabama,-87.784796,31.227291,-86.905899,31.831795
county,01101,Montgomery,Montgomery County,AL,Alabama,-86.498531,31.965065,-85.918834,32.501690
county,01103,Morgan,Morgan County,AL,Alabama,-87.110156,34.304694,-86.549814,34.686037
county,01105,Perry,Perry County,AL,Alabama,-87.525682,32.307293,-87.017653,32.875124
county,01107,Pickens,Pickens County,AL,Alabama,-88.340432,32.991199,-87.837521,33.534008
county,01109,Pike,Pike County,AL,Alabama,-86.199408,31.616414,-85.657668,32.061890
county,01111,Randolph,Randolph County,AL,Alabama,-85.653654,33.106634,-85.232378,33.501378
county,01113,Russell,Russell County,AL,Alabama,-85.434697,32.061708,-84.889080,32.510195
county,01115,St. Clair,St. Clair County,AL,Alabama,-86.577799,33.390983,-86.043993,33.989302
county,01117,Shelby,Shelby County,AL,Alabama,-87.026846,33.018664,-86.341113,33.546073
county,01119,Sumter,Sumter County,AL,Alabama,-88.421453,32.307665,-87.840889,32.995860
county,01121,Talladega,Talladega County,AL,Alabama,-86.503590,33.102944,-85.794559,33.699495
county,01123,Tallapoosa,Tallapoosa County,AL,Alabama,-86.013884,32.492970,-85.592989,33.107340
county,01125,Tuscaloosa,Tuscaloosa County,AL,Alabama,-87.840683,33.003379,-87.065738,33.609833
county,01127,Walker,Walker County,AL,Alabama,-87.636118,33.512929,-86.953616,34.005304
county,01129,Washington,Washington County,AL,Alabama,-88.464427,31.114298,-87.887290,31.699303
county,01131,Wilcox,Wilcox County,AL,Alabama,-87.667945,31.827123,-86.856576,32.268921
county,01133,Winston,Winston County,AL,Alabama,-87.636573,33.985004,-87.109911,34.306997
county,02013,Aleutians East,Aleutians East Borough,AK,Alaska,-166.199167,53.953959,-158.893471,56.880265
county,02016,Aleutians West,Aleutians West Census Area,AK,Alaska,-179.146711,51.215567,179.778470,57.249626
county,02020,Anchorage,Anchorage Municipality,AK,Alaska,-150.285859,60.732987,-148.462403,61.484029
county,02050,Bethel,Bethel Census Area,AK,Alaska,-173.121318,58.550337,-153.001640,62.292644
county,02060,Bristol Bay,Bristol Bay Borough,AK,Alaska,-157.260883,58.615921,-156.316015,58.885114
county,02063,Chugach,Chugach Census Area,AK,Alaska,-148.745865,59.763773,-141.965972,61.426276
county,02066,Copper River,Copper River Census Area,AK,Alaska,-147.744753,60.391676,-141.001894,63.217781
county,02068,Denali,Denali Borough,AK,Alaska,-152.999609,62.725831,-146.999909,64.358214
county,02070,Dillingham,Dillingham Census Area,AK,Alaska,-161.365049,58.393895,-156.000086,60.992839
county,02090,Fairbanks North Star,Fairbanks North Star Borough,AK,Alaska,-148.663265,64.257196,-143.884080,65.453523
county,02100,Haines,Haines Borough,AK,Alaska,-136.495757,58.165212,-134.313731,59.728357
county,02105,Hoonah-Angoon,Hoonah-Angoon Census Area,AK,Alaska,-137.945702,57.014468,-132.649796,59.409542
county,02110,Juneau,Juneau City and Borough,AK,Alaska,-135.176694,57.792188,-133.172311,58.970887
county,02122,Kenai Peninsula,Kenai Peninsula Borough,AK,Alaska,-154.748861,58.652747,-148.563026,61.426239
county,02130,Ketchikan Gateway,Ketchikan Gateway Borough,AK,Alaska,-132.202766,54.718032,-129.974167,56.406005
county,02150,Kodiak Island,Kodiak Island Borough,AK,Alaska,-156.808497,55.757668,-151.789177,58.971187
county,02158,Kusilvak,Kusilvak Census Area,AK,Alaska,-166.187537,60.921153,-160.186660,63.271834
county,02164,Lake and Peninsula,Lake and Peninsula Borough,AK,Alaska,-159.900149,55.638756,-153.397276,60.906236
county,02170,Matanuska-Susitna,Matanuska-Susitna Borough,AK,Alaska,-153.001881,61.190182,-146.423984,63.477639
county,02180,Nome,Nome Census Area,AK,Alaska,-171.846922,62.937660,-159.377365,66.581633
county,02185,North Slope,North Slope Borough,AK,Alaska,-166.835993,67.999972,-141.000607,71.387815
county,02188,Northwest Arctic,Northwest Arctic Borough,AK,Alaska,-165.375780,65.437165,-154.146221,68.294564
county,02195,Petersburg,Petersburg Borough,AK,Alaska,-133.676053,56.447407,-132.045191,57.824726
county,02198,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,AK,Alaska,-134.668436,54.663619,-130.003485,57.131709
county,02220,Sitka,Sitka City and Borough,AK,Alaska,-136.428464,56.161768,-134.615808,58.002546
county,02230,Skagway,Skagway Municipality,AK,Alaska,-135.723039,59.346340,-134.989745,59.798041
county,02240,Southeast Fairbanks,Southeast Fairbanks Census Area,AK,Alaska,-146.999966,61.904047,-141.001312,65.839408
county,02275,Wrangell,Wrangell City and Borough,AK,Alaska,-133.070058,55.634282,-130.998320,56.903305
county,02282,Yakutat,Yakutat City and Borough,AK,Alaska,-143.893326,58.808522,-137.500000,60.523036
county,02290,Yukon-Koyukuk,Yukon-Koyukuk Census Area,AK,Alaska,-161.048176,61.945933,-141.002461,68.500006
county,04001,Apache,Apache County,AZ,Arizona,-110.000682,33.475417,-109.045223,36.999346
county,04003,Cochise,Cochise County,AZ,Arizona,-110.460916,31.332502,-109.047612,32.427647
county,04005,Coconino,Coconino County,AZ,Arizona,-113.354176,34.258411,-110.750678,37.003197
county,04007,Gila,Gila County,AZ,Arizona,-111.720652,32.983673,-110.000580,34.499312
county,04009,Graham,Graham County,AZ,Arizona,-110.458136,32.424755,-109.114180,33.652751
county,04011,Greenlee,Greenlee County,AZ,Arizona,-109.495740,32.426353,-109.046564,33.778123
county,04012,La Paz,La Paz County,AZ,Arizona,-114.731223,33.025410,-113.333078,34.319102
county,04013,Maricopa,Maricopa County,AZ,Arizona,-113.335064,32.505068,-111.039905,34.048170
county,04015,Mohave,Mohave County,AZ,Arizona,-114.754798,34.209626,-112.529299,37.000753
county,04017,Navajo,Navajo County,AZ,Arizona,-110.750700,33.567394,-109.826719,37.004260
county,04019,Pima,Pima County,AZ,Arizona,-113.333894,31.426068,-110.447674,32.514188
county,04021,Pinal,Pinal County,AZ,Arizona,-112.203624,32.501342,-110.448483,33.466019
county,04023,Santa Cruz,Santa Cruz County,AZ,Arizona,-111.366922,31.332177,-110.452233,31.731697
county,04025,Yavapai,Yavapai County,AZ,Arizona,-113.334359,33.882469,-111.460710,35.531194
county,04027,Yuma,Yuma County,AZ,Arizona,-114.816510,32.038777,-113.333360,33.464457
county,05001,Arkansas,Arkansas County,AR,Arkansas,-91.711675,33.921290,-91.052124,34.568050
county,05003,Ashley,Ashley County,AR,Arkansas,-92.143660,33.005909,-91.457359,33.398325
county,05005,Baxter,Baxter County,AR,Arkansas,-92.595147,35.974007,-92.150286,36.498738
county,05007,Benton,Benton County,AR,Arkansas,-94.617919,36.099396,-93.814885,36.499600
county,05009,Boone,Boone County,AR,Arkansas,-93.302300,36.114245,-92.854008,36.498343
county,05011,Bradley,Bradley County,AR,Arkansas,-92.382298,33.161164,-91.959866,33.707745
county,05013,Calhoun,Calhoun County,AR,Arkansas,-92.776721,33.269468,-92.311049,33.802299
county,05015,Carroll,Carroll County,AR,Arkansas,-93.890128,36.121550,-93.292954,36.499179
county,05017,Chicot,Chicot County,AR,Arkansas,-91.460516,33.004291,-91.043624,33.563675
county,05019,Clark,Clark County,AR,Arkansas,-93.502208,33.769789,-92.876336,34.340839
county,05021,Clay,Clay County,AR,Arkansas,-90.806676,36.200538,-90.063891,36.498559
county,05023,Cleburne,Cleburne County,AR,Arkansas,-92.252843,35.358384,-91.789645,35.712190
county,05025,Cleveland,Cleveland County,AR,Arkansas,-92.475602,33.704285,-91.953025,34.064163
county,05027,Columbia,Columbia County,AR,Arkansas,-93.490558,33.017298,-92.978483,33.455081
county,05029,Conway,Conway County,AR,Arkansas,-93.040814,35.071862,-92.479650,35.462959
county,05031,Craighead,Craighead County,AR,Arkansas,-91.037012,35.699910,-90.286707,35.996417
county,05033,Crawford,Crawford County,AR,Arkansas,-94.492944,35.343437,-93.892252,35.764757
county,05035,Crittenden,Crittenden County,AR,Arkansas,-90.506526,34.826831,-90.064010,35.441647
county,05037,Cross,Cross County,AR,Arkansas,-91.042566,35.143286,-90.502215,35.449773
county,05039,Dallas,Dallas County,AR,Arkansas,-92.961206,33.795065,-92.334249,34.155699
county,05041,Desha,Desha County,AR,Arkansas,-91.557656,33.517190,-90.871083,34.119039
county,05043,Drew,Drew County,AR,Arkansas,-92.015217,33.388974,-91.450284,33.792245
county,05045,Faulkner,Faulkner County,AR,Arkansas,-92.599245,34.842962,-92.111535,35.368417
county,05047,Franklin,Franklin County,AR,Arkansas,-94.082220,35.199466,-93.695856,35.774298
county,05049,Fulton,Fulton County,AR,Arkansas,-92.159195,36.249962,-91.450022,36.499463
county,05051,Garland,Garland County,AR,Arkansas,-93.407203,34.389255,-92.791498,34.773362
county,05053,Grant,Grant County,AR,Arkansas,-92.678382,34.059477,-92.208042,34.495707
county,05055,Greene,Greene County,AR,Arkansas,-90.860034,35.964691,-90.190360,36.267032
county,05057,Hempstead,Hempstead County,AR,Arkansas,-93.969451,33.476172,-93.456452,34.008893
county,05059,Hot Spring,Hot Spring County,AR,Arkansas,-93.408180,34.149645,-92.668654,34.506132
county,05061,Howard,Howard County,AR,Arkansas,-94.256261,33.748236,-93.820722,34.355792
county,05063,Independence,Independence County,AR,Arkansas,-91.870982,35.526370,-91.197676,35.942849
county,05065,Izard,Izard County,AR,Arkansas,-92.215231,35.867301,-91.674176,36.261221
county,05067,Jackson,Jackson County,AR,Arkansas,-91.584454,35.354255,-91.032562,35.890038
county,05069,Jefferson,Jefferson County,AR,Arkansas,-92.233303,34.058596,-91.431833,34.492869
county,05071,Johnson,Johnson County,AR,Arkansas,-93.710043,35.326584,-93.164451,35.768620
county,05073,Lafayette,Lafayette County,AR,Arkansas,-93.864218,33.018442,-93.365644,33.482030
county,05075,Lawrence,Lawrence County,AR,Arkansas,-91.357420,35.880872,-90.747519,36.257880
county,05077,Lee,Lee County,AR,Arkansas,-91.102542,34.627327,-90.407948,34.911979
county,05079,Lincoln,Lincoln County,AR,Arkansas,-91.976442,33.783322,-91.421985,34.176189
county,05081,Little River,Little River County,AR,Arkansas,-94.485875,33.534892,-93.824931,33.945290
county,05083,Logan,Logan County,AR,Arkansas,-94.141765,35.019716,-93.278215,35.430050
county,05085,Lonoke,Lonoke County,AR,Arkansas,-92.121540,34.481913,-91.632955,35.076319
county,05087,Madison,Madison County,AR,Arkansas,-93.963054,35.759752,-93.445740,36.307363
county,05089,Marion,Marion County,AR,Arkansas,-92.890725,36.062757,-92.407077,36.498609
county,05091,Miller,Miller County,AR,Arkansas,-94.043432,33.019139,-93.664921,33.613978
county,05093,Mississippi,Mississippi County,AR,Arkansas,-90.289076,35.389277,-89.641003,36.000809
county,05095,Monroe,Monroe County,AR,Arkansas,-91.447888,34.336362,-91.000316,35.004289
county,05097,Montgomery,Montgomery County,AR,Arkansas,-93.935435,34.339467,-93.393946,34.746605
county,05099,Nevada,Nevada County,AR,Arkansas,-93.483931,33.440487,-93.104405,33.960637
county,05101,Newton,Newton County,AR,Arkansas,-93.526056,35.724635,-92.938469,36.125054
county,05103,Ouachita,Ouachita County,AR,Arkansas,-93.118951,33.355819,-92.566400,33.822544
county,05105,Perry,Perry County,AR,Arkansas,-93.305864,34.771892,-92.540712,35.115129
county,05107,Phillips,Phillips County,AR,Arkansas,-91.117918,34.118515,-90.539623,34.645717
county,05109,Pike,Pike County,AR,Arkansas,-93.937009,33.943024,-93.370153,34.350233
county,05111,Poinsett,Poinsett County,AR,Arkansas,-91.039251,35.438439,-90.286297,35.708419
county,05113,Polk,Polk County,AR,Arkansas,-94.470284,34.190182,-93.929941,34.728950
county,05115,Pope,Pope County,AR,Arkansas,-93.298903,35.117572,-92.809745,35.728873
county,05117,Prairie,Prairie County,AR,Arkansas,-91.803703,34.479537,-91.343868,35.091584
county,05119,Pulaski,Pulaski County,AR,Arkansas,-92.755399,34.489539,-92.029539,35.014595
county,05121,Randolph,Randolph County,AR,Arkansas,-91.407240,36.114868,-90.748700,36.498548
county,05123,St. Francis,St. Francis County,AR,Arkansas,-91.152457,34.867127,-90.400438,35.149117
county,05125,Saline,Saline County,AR,Arkansas,-93.075178,34.411103,-92.244212,34.859062
county,05127,Scott,Scott County,AR,Arkansas,-94.454577,34.665640,-93.704962,35.099847
county,05129,Searcy,Searcy County,AR,Arkansas,-92.951373,35.718381,-92.411563,36.115253
county,05131,Sebastian,Sebastian County,AR,Arkansas,-94.447884,34.930746,-94.028872,35.451108
county,05133,Sevier,Sevier County,AR,Arkansas,-94.477320,33.751058,-93.958523,34.192531
county,05135,Sharp,Sharp County,AR,Arkansas,-91.710483,35.890660,-91.258485,36.497562
county,05137,Stone,Stone County,AR,Arkansas,-92.418409,35.705019,-91.836121,36.133009
county,05139,Union,Union County,AR,Arkansas,-92.988777,33.008162,-92.068960,33.387659
county,05141,Van Buren,Van Buren County,AR,Arkansas,-92.850951,35.363650,-92.240800,35.790823
county,05143,Washington,Washington County,AR,Arkansas,-94.552165,35.750327,-93.887891,36.236103
county,05145,White,White County,AR,Arkansas,-92.119748,35.020811,-91.345325,35.534078
county,05147,Woodruff,Woodruff County,AR,Arkansas,-91.478955,34.912460,-91.039633,35.445779
county,05149,Yell,Yell County,AR,Arkansas,-93.709985,34.743393,-92.900911,35.312436
county,06001,Alameda,Alameda County,CA,California,-122.342253,37.454186,-121.469214,37.905824
county,06003,Alpine,Alpine County,CA,California,-120.073331,38.326880,-119.542452,38.933324
county,06005,Amador,Amador County,CA,California,-121.027710,38.217951,-120.072370,38.709029
county,06007,Butte,Butte County,CA,California,-122.069431,39.295621,-121.076695,40.151905
county,06009,Calaveras,Calaveras County,CA,California,-120.995497,37.831858,-120.019951,38.509869
county,06011,Colusa,Colusa County,CA,California,-122.785090,38.923897,-121.795366,39.414499
county,06013,Contra Costa,Contra Costa County,CA,California,-122.430087,37.718531,-121.534247,38.099878
county,06015,Del Norte,Del Norte County,CA,California,-124.255994,41.380776,-123.517911,42.000760
county,06017,El Dorado,El Dorado County,CA,California,-121.141595,38.502349,-119.877287,39.067489
county,06019,Fresno,Fresno County,CA,California,-120.918731,35.906914,-118.360586,37.585737
county,06021,Glenn,Glenn County,CA,California,-122.938413,39.382946,-121.856498,39.800421
county,06023,Humboldt,Humboldt County,CA,California,-124.409591,40.001276,-123.406040,41.465844
county,06025,Imperial,Imperial County,CA,California,-116.106175,32.618642,-114.462929,33.433741
county,06027,Inyo,Inyo County,CA,California,-118.790031,35.786686,-115.648020,37.465238
county,06029,Kern,Kern County,CA,California,-120.194369,34.788655,-117.616518,35.798392
county,06031,Kings,Kings County,CA,California,-120.315068,35.788947,-119.474367,36.488958
county,06033,Lake,Lake County,CA,California,-123.094212,38.670780,-122.340172,39.581400
county,06035,Lassen,Lassen County,CA,California,-121.332338,39.707658,-119.995926,41.184514
county,06037,Los Angeles,Los Angeles County,CA,California,-118.944594,32.801462,-117.646374,34.823301
county,06039,Madera,Madera County,CA,California,-120.545536,36.763047,-119.022363,37.777986
county,06041,Marin,Marin County,CA,California,-123.024066,37.817684,-122.418579,38.321209
county,06043,Mariposa,Mariposa County,CA,California,-120.395345,37.183108,-119.307284,37.904122
county,06045,Mendocino,Mendocino County,CA,California,-124.023252,38.758575,-122.821388,40.002129
county,06047,Merced,Merced County,CA,California,-121.248647,36.740381,-120.052055,37.633364
county,06049,Modoc,Modoc County,CA,California,-121.457213,41.183484,-119.998280,41.997469
county,06051,Mono,Mono County,CA,California,-119.651375,37.462663,-117.832726,38.713212
county,06053,Monterey,Monterey County,CA,California,-121.976763,35.788977,-120.213979,36.919683
county,06055,Napa,Napa County,CA,California,-122.646610,38.154976,-122.061397,38.863994
county,06057,Nevada,Nevada County,CA,California,-121.279749,39.005160,-120.003872,39.526699
county,06059,Orange,Orange County,CA,California,-118.115411,33.387788,-117.413314,33.947636
county,06061,Placer,Placer County,CA,California,-121.484440,38.711395,-120.002461,39.316496
county,06063,Plumas,Plumas County,CA,California,-121.497880,39.597264,-120.099339,40.449715
county,06065,Riverside,Riverside County,CA,California,-117.676280,33.425933,-114.434949,34.079809
county,06067,Sacramento,Sacramento County,CA,California,-121.862542,38.018421,-121.027084,38.736401
county,06069,San Benito,San Benito County,CA,California,-121.644001,36.196848,-120.596562,36.988840
county,06071,San Bernardino,San Bernardino County,CA,California,-117.802539,33.871067,-114.131211,35.809629
county,06073,San Diego,San Diego County,CA,California,-117.595996,32.534435,-116.080941,33.505176
county,06075,San Francisco,San Francisco County,CA,California,-123.013916,37.692736,-122.328025,37.863058
county,06077,San Joaquin,San Joaquin County,CA,California,-121.585078,37.481783,-120.920580,38.300252
county,06079,San Luis Obispo,San Luis Obispo County,CA,California,-121.346363,34.897475,-119.472489,35.795183
county,06081,San Mateo,San Mateo County,CA,California,-122.520852,37.107318,-122.115161,37.709280
county,06083,Santa Barbara,Santa Barbara County,CA,California,-120.672269,33.465691,-119.027410,35.114678
county,06085,Santa Clara,Santa Clara County,CA,California,-122.202653,36.893033,-121.208198,37.484637
county,06087,Santa Cruz,Santa Cruz County,CA,California,-122.317682,36.850648,-121.581154,37.286055
county,06089,Shasta,Shasta County,CA,California,-123.068838,40.285375,-121.319976,41.184924
county,06091,Sierra,Sierra County,CA,California,-121.058203,39.391558,-120.001319,39.776821
county,06093,Siskiyou,Siskiyou County,CA,California,-123.719089,40.992298,-121.446406,42.009485
county,06095,Solano,Solano County,CA,California,-122.406786,38.031721,-121.593273,38.539050
county,06097,Sonoma,Sonoma County,CA,California,-123.533535,38.111297,-122.349564,38.852916
county,06099,Stanislaus,Stanislaus County,CA,California,-121.486775,37.134774,-120.387613,38.077421
county,06101,Sutter,Sutter County,CA,California,-121.948283,38.734598,-121.414375,39.305668
county,06103,Tehama,Tehama County,CA,California,-123.066009,39.797472,-121.342264,40.453130
county,06105,Trinity,Trinity County,CA,California,-123.623891,39.977015,-122.445453,41.368025
county,06107,Tulare,Tulare County,CA,California,-119.573194,35.788935,-117.980761,36.744773
county,06109,Tuolumne,Tuolumne County,CA,California,-120.653274,37.633704,-119.196182,38.433521
county,06111,Ventura,Ventura County,CA,California,-119.578843,33.214731,-118.632494,34.901171
