kind,geoid,name,qualified_name,state,state_name,west,south,east,north
county,19045,Clinton,Clinton County,IA,Iowa,-90.898941,41.727701,-90.140061,42.033574
county,19047,Crawford,Crawford County,IA,Iowa,-95.672771,41.863147,-95.090851,42.211408
county,19049,Dallas,Dallas County,IA,Iowa,-94.280724,41.503093,-93.790514,41.863419
county,19051,Davis,Davis County,IA,Iowa,-92.639156,40.590853,-92.178175,40.899720
county,19053,Decatur,Decatur County,IA,Iowa,-94.015492,40.573914,-93.556186,40.899354
county,19055,Delaware,Delaware County,IA,Iowa,-91.609048,42.295761,-91.130079,42.645844
county,19057,Des Moines,Des Moines County,IA,Iowa,-91.409453,40.696279,-90.942253,41.074168
county,19059,Dickinson,Dickinson County,IA,Iowa,-95.388078,43.255054,-94.913723,43.501196
county,19061,Dubuque,Dubuque County,IA,Iowa,-91.134439,42.294642,-90.473812,42.675262
county,19063,Emmet,Emmet County,IA,Iowa,-94.914825,43.255014,-94.442348,43.500989
county,19065,Fayette,Fayette County,IA,Iowa,-92.081884,42.641833,-91.605307,43.082794
county,19067,Floyd,Floyd County,IA,Iowa,-93.025144,42.907095,-92.554061,43.212819
county,19069,Franklin,Franklin County,IA,Iowa,-93.499539,42.556742,-93.025144,42.908512
county,19071,Fremont,Fremont County,IA,Iowa,-95.888907,40.580501,-95.370618,40.901704
county,19073,Greene,Greene County,IA,Iowa,-94.629347,41.862763,-94.164377,42.209920
county,19075,Grundy,Grundy County,IA,Iowa,-93.027115,42.209267,-92.533510,42.556810
county,19077,Guthrie,Guthrie County,IA,Iowa,-94.744876,41.503570,-94.241356,41.863252
county,19079,Hamilton,Hamilton County,IA,Iowa,-93.971599,42.209146,-93.462635,42.558139
county,19081,Hancock,Hancock County,IA,Iowa,-93.971291,42.907762,-93.497635,43.255627
county,19083,Hardin,Hardin County,IA,Iowa,-93.499485,42.208702,-93.001674,42.557700
county,19085,Harrison,Harrison County,IA,Iowa,-96.139010,41.506031,-95.497793,41.866301
county,19087,Henry,Henry County,IA,Iowa,-91.718787,40.812631,-91.370298,41.163564
county,19089,Howard,Howard County,IA,Iowa,-92.554553,43.212730,-92.079635,43.500780
county,19091,Humboldt,Humboldt County,IA,Iowa,-94.443157,42.644339,-93.971238,42.908264
county,19093,Ida,Ida County,IA,Iowa,-95.741821,42.210701,-95.322357,42.561875
county,19095,Iowa,Iowa County,IA,Iowa,-92.299952,41.509790,-91.827060,41.863057
county,19097,Jackson,Jackson County,IA,Iowa,-90.898654,42.032718,-90.154221,42.382308
county,19099,Jasper,Jasper County,IA,Iowa,-93.348681,41.507824,-92.756508,41.863104
county,19101,Jefferson,Jefferson County,IA,Iowa,-92.179974,40.899720,-91.716042,41.163760
county,19103,Johnson,Johnson County,IA,Iowa,-91.834185,41.423178,-91.365989,41.862035
county,19105,Jones,Jones County,IA,Iowa,-91.365877,41.946245,-90.898020,42.296445
county,19107,Keokuk,Keokuk County,IA,Iowa,-92.412008,41.161925,-91.944641,41.510749
county,19109,Kossuth,Kossuth County,IA,Iowa,-94.443137,42.907762,-93.970202,43.500376
county,19111,Lee,Lee County,IA,Iowa,-91.718787,40.375659,-91.112434,40.813901
county,19113,Linn,Linn County,IA,Iowa,-91.835262,41.859606,-91.363263,42.299063
county,19115,Louisa,Louisa County,IA,Iowa,-91.485936,41.072711,-90.946259,41.424226
county,19117,Lucas,Lucas County,IA,Iowa,-93.557556,40.897581,-93.097595,41.161311
county,19119,Lyon,Lyon County,IA,Iowa,-96.602608,43.257276,-95.860475,43.500457
county,19121,Madison,Madison County,IA,Iowa,-94.241718,41.156535,-93.789196,41.511916
county,19123,Mahaska,Mahaska County,IA,Iowa,-92.871421,41.161066,-92.410070,41.509548
county,19125,Marion,Marion County,IA,Iowa,-93.328614,41.160659,-92.869771,41.508522
county,19127,Marshall,Marshall County,IA,Iowa,-93.231858,41.862373,-92.765705,42.210140
county,19129,Mills,Mills County,IA,Iowa,-95.883489,40.901045,-95.384170,41.160310
county,19131,Mitchell,Mitchell County,IA,Iowa,-93.024466,43.212503,-92.553128,43.500212
county,19133,Monona,Monona County,IA,Iowa,-96.359870,41.863147,-95.670721,42.215137
county,19135,Monroe,Monroe County,IA,Iowa,-93.099217,40.898222,-92.639091,41.161402
county,19137,Montgomery,Montgomery County,IA,Iowa,-95.384964,40.900653,-94.927464,41.160011
county,19139,Muscatine,Muscatine County,IA,Iowa,-91.369332,41.333592,-90.783727,41.598373
county,19141,O'Brien,O'Brien County,IA,Iowa,-95.862272,42.909097,-95.387756,43.258479
county,19143,Osceola,Osceola County,IA,Iowa,-95.861914,43.255221,-95.387519,43.500468
county,19145,Page,Page County,IA,Iowa,-95.385483,40.575068,-94.913124,40.901550
county,19147,Palo Alto,Palo Alto County,IA,Iowa,-94.913890,42.908073,-94.442595,43.255458
county,19149,Plymouth,Plymouth County,IA,Iowa,-96.638621,42.560620,-95.858570,42.910152
county,19151,Pocahontas,Pocahontas County,IA,Iowa,-94.915564,42.558843,-94.442541,42.909700
county,19153,Polk,Polk County,IA,Iowa,-93.815721,41.481838,-93.328407,41.863469
county,19155,Pottawattamie,Pottawattamie County,IA,Iowa,-96.019817,41.159236,-95.154614,41.506959
county,19157,Poweshiek,Poweshiek County,IA,Iowa,-92.766759,41.508794,-92.297494,41.862779
county,19159,Ringgold,Ringgold County,IA,Iowa,-94.471681,40.570825,-94.014773,40.899502
county,19161,Sac,Sac County,IA,Iowa,-95.388010,42.209692,-94.856689,42.561742
county,19163,Scott,Scott County,IA,Iowa,-90.899853,41.449632,-90.312770,41.776435
county,19165,Shelby,Shelby County,IA,Iowa,-95.558143,41.504690,-95.040743,41.864207
county,19167,Sioux,Sioux County,IA,Iowa,-96.571194,42.908791,-95.859377,43.259999
county,19169,Story,Story County,IA,Iowa,-93.698759,41.862667,-93.231539,42.209358
county,19171,Tama,Tama County,IA,Iowa,-92.768090,41.862200,-92.297269,42.297527
county,19173,Taylor,Taylor County,IA,Iowa,-94.928938,40.570707,-94.470779,40.900653
county,19175,Union,Union County,IA,Iowa,-94.471044,40.897031,-94.014189,41.157566
county,19177,Van Buren,Van Buren County,IA,Iowa,-92.179780,40.598530,-91.716432,40.901261
county,19179,Wapello,Wapello County,IA,Iowa,-92.640376,40.898886,-92.178986,41.162662
county,19181,Warren,Warren County,IA,Iowa,-93.790647,41.160537,-93.327886,41.512094
county,19183,Washington,Washington County,IA,Iowa,-91.946935,41.161532,-91.483862,41.511706
county,19185,Wayne,Wayne County,IA,Iowa,-93.556952,40.579916,-93.097254,40.898451
county,19187,Webster,Webster County,IA,Iowa,-94.443578,42.209065,-93.931580,42.645164
county,19189,Winnebago,Winnebago County,IA,Iowa,-93.970762,43.255299,-93.497352,43.499881
county,19191,Winneshiek,Winneshiek County,IA,Iowa,-92.081177,43.081653,-91.603992,43.500809
county,19193,Woodbury,Woodbury County,IA,Iowa,-96.498997,42.211268,-95.669176,42.562163
county,19195,Worth,Worth County,IA,Iowa,-93.497821,43.255057,-93.024092,43.499724
county,19197,Wright,Wright County,IA,Iowa,-93.971753,42.557497,-93.498597,42.908611
county,20001,Allen,Allen County,KS,Kansas,-95.525499,37.732406,-95.077876,38.038446
county,20003,Anderson,Anderson County,KS,Kansas,-95.518970,38.037702,-95.065103,38.390464
county,20005,Atchison,Atchison County,KS,Kansas,-95.570351,39.418806,-94.968849,39.652980
county,20007,Barber,Barber County,KS,Kansas,-99.012598,36.997961,-98.347149,37.471051
county,20009,Barton,Barton County,KS,Kansas,-99.033430,38.260790,-98.479514,38.696916
county,20011,Bourbon,Bourbon County,KS,Kansas,-95.088082,37.673105,-94.613981,38.037706
county,20013,Brown,Brown County,KS,Kansas,-95.788977,39.652746,-95.339634,40.000463
county,20015,Butler,Butler County,KS,Kansas,-97.153450,37.475375,-96.522782,38.087704
county,20017,Chase,Chase County,KS,Kansas,-96.841154,38.085622,-96.353780,38.522473
county,20019,Chautauqua,Chautauqua County,KS,Kansas,-96.525578,36.998643,-95.964135,37.302730
county,20021,Cherokee,Cherokee County,KS,Kansas,-95.075324,36.998665,-94.617636,37.339993
county,20023,Cheyenne,Cheyenne County,KS,Kansas,-102.051744,39.568180,-101.411043,40.003162
county,20025,Clark,Clark County,KS,Kansas,-100.107422,36.999528,-99.541116,37.474836
county,20027,Clay,Clay County,KS,Kansas,-97.371154,39.131961,-96.958719,39.567018
county,20029,Cloud,Cloud County,KS,Kansas,-97.931957,39.306011,-97.368387,39.654043
county,20031,Coffey,Coffey County,KS,Kansas,-95.959046,38.038007,-95.507474,38.434532
county,20033,Comanche,Comanche County,KS,Kansas,-99.544740,36.999221,-99.000303,37.384296
county,20035,Cowley,Cowley County,KS,Kansas,-97.153331,36.998712,-96.524873,37.476643
county,20037,Crawford,Crawford County,KS,Kansas,-95.088504,37.338254,-94.616789,37.674905
county,20039,Decatur,Decatur County,KS,Kansas,-100.741099,39.566890,-100.177795,40.002270
county,20041,Dickinson,Dickinson County,KS,Kansas,-97.381209,38.608974,-96.890052,39.133513
county,20043,Doniphan,Doniphan County,KS,Kansas,-95.339943,39.615063,-94.859443,39.999999
county,20045,Douglas,Douglas County,KS,Kansas,-95.501861,38.738265,-95.055944,39.069783
county,20047,Edwards,Edwards County,KS,Kansas,-99.570576,37.732970,-99.013312,38.088159
county,20049,Elk,Elk County,KS,Kansas,-96.526327,37.299232,-95.961002,37.607261
county,20051,Ellis,Ellis County,KS,Kansas,-99.598323,38.696514,-99.037500,39.133238
county,20053,Ellsworth,Ellsworth County,KS,Kansas,-98.486108,38.521625,-97.924269,38.871548
county,20055,Finney,Finney County,KS,Kansas,-101.103778,37.736275,-100.225031,38.265198
county,20057,Ford,Ford County,KS,Kansas,-100.227416,37.467102,-99.556119,37.914018
county,20059,Franklin,Franklin County,KS,Kansas,-95.509014,38.389499,-95.056406,38.738879
county,20061,Geary,Geary County,KS,Kansas,-96.963571,38.869704,-96.500962,39.220156
county,20063,Gove,Gove County,KS,Kansas,-100.818795,38.697341,-100.147940,39.133381
county,20065,Graham,Graham County,KS,Kansas,-100.164200,39.131676,-99.601623,39.567437
county,20067,Grant,Grant County,KS,Kansas,-101.527063,37.387719,-101.089406,37.736476
county,20069,Gray,Gray County,KS,Kansas,-100.665172,37.474608,-100.214637,38.002530
county,20071,Greeley,Greeley County,KS,Kansas,-102.045324,38.262412,-101.567094,38.699669
county,20073,Greenwood,Greenwood County,KS,Kansas,-96.525955,37.603761,-95.958134,38.172885
county,20075,Hamilton,Hamilton County,KS,Kansas,-102.044644,37.736235,-101.526964,38.263207
county,20077,Harper,Harper County,KS,Kansas,-98.349804,36.997824,-97.801984,37.386298
county,20079,Harvey,Harvey County,KS,Kansas,-97.702164,37.911325,-97.152476,38.175081
county,20081,Haskell,Haskell County,KS,Kansas,-101.090227,37.387149,-100.652251,37.736780
county,20083,Hodgeman,Hodgeman County,KS,Kansas,-100.227137,37.912717,-99.569531,38.262237
county,20085,Jackson,Jackson County,KS,Kansas,-96.036181,39.216081,-95.564126,39.653178
county,20087,Jefferson,Jefferson County,KS,Kansas,-95.598348,39.031552,-95.179880,39.420919
county,20089,Jewell,Jewell County,KS,Kansas,-98.505266,39.566921,-97.931482,40.002614
county,20091,Johnson,Johnson County,KS,Kansas,-95.056452,38.738102,-94.607517,39.061353
county,20093,Kearny,Kearny County,KS,Kansas,-101.542757,37.736252,-101.089667,38.264557
county,20095,Kingman,Kingman County,KS,Kansas,-98.464971,37.383953,-97.806717,37.733884
county,20097,Kiowa,Kiowa County,KS,Kansas,-99.559652,37.381051,-99.011499,37.734925
county,20099,Labette,Labette County,KS,Kansas,-95.522727,36.999235,-95.073509,37.384327
county,20101,Lane,Lane County,KS,Kansas,-100.688006,38.262134,-100.244393,38.700214
county,20103,Leavenworth,Leavenworth County,KS,Kansas,-95.187963,38.953836,-94.775538,39.419218
county,20105,Lincoln,Lincoln County,KS,Kansas,-98.490149,38.870407,-97.928326,39.219780
county,20107,Linn,Linn County,KS,Kansas,-95.077876,38.037057,-94.612614,38.389945
county,20109,Logan,Logan County,KS,Kansas,-101.484383,38.699124,-100.811628,39.135447
county,20111,Lyon,Lyon County,KS,Kansas,-96.357277,38.170939,-95.945661,38.739228
county,20113,McPherson,McPherson County,KS,Kansas,-97.925200,38.173517,-97.371617,38.610094
county,20115,Marion,Marion County,KS,Kansas,-97.371932,38.085622,-96.819475,38.609560
county,20117,Marshall,Marshall County,KS,Kansas,-96.806660,39.565957,-96.238969,40.001371
county,20119,Meade,Meade County,KS,Kansas,-100.652728,36.999936,-100.089484,37.475391
county,20121,Miami,Miami County,KS,Kansas,-95.065945,38.388718,-94.609509,38.738593
county,20123,Mitchell,Mitchell County,KS,Kansas,-98.490149,39.218777,-97.928462,39.567518
county,20125,Montgomery,Montgomery County,KS,Kansas,-95.964735,36.999094,-95.517976,37.386668
county,20127,Morris,Morris County,KS,Kansas,-96.933924,38.521559,-96.352610,38.870332
county,20129,Morton,Morton County,KS,Kansas,-102.042135,36.993016,-101.555260,37.389190
county,20131,Nemaha,Nemaha County,KS,Kansas,-96.239705,39.565938,-95.788111,40.000729
county,20133,Neosho,Neosho County,KS,Kansas,-95.525999,37.383837,-95.087685,37.734184
county,20135,Ness,Ness County,KS,Kansas,-100.248558,38.261455,-99.584207,38.698165
county,20137,Norton,Norton County,KS,Kansas,-100.180419,39.566823,-99.625324,40.001866
county,20139,Osage,Osage County,KS,Kansas,-95.950282,38.433544,-95.500453,38.870054
county,20141,Osborne,Osborne County,KS,Kansas,-99.048640,39.132697,-98.487384,39.568035
county,20143,Ottawa,Ottawa County,KS,Kansas,-97.931614,38.957852,-97.369839,39.306693
county,20145,Pawnee,Pawnee County,KS,Kansas,-99.584794,37.999821,-98.912371,38.350652
county,20147,Phillips,Phillips County,KS,Kansas,-99.628110,39.567222,-99.066193,40.002270
county,20149,Pottawatomie,Pottawatomie County,KS,Kansas,-96.727743,39.126527,-96.034623,39.566332
county,20151,Pratt,Pratt County,KS,Kansas,-99.015348,37.470037,-98.464663,37.825385
county,20153,Rawlins,Rawlins County,KS,Kansas,-101.413913,39.567726,-100.738826,40.002696
county,20155,Reno,Reno County,KS,Kansas,-98.472794,37.732512,-97.698692,38.173918
county,20157,Republic,Republic County,KS,Kansas,-97.933417,39.653360,-97.368506,40.002167
county,20159,Rice,Rice County,KS,Kansas,-98.480649,38.158750,-97.922136,38.522755
county,20161,Riley,Riley County,KS,Kansas,-96.961693,39.043257,-96.389046,39.566500
county,20163,Rooks,Rooks County,KS,Kansas,-99.605478,39.132357,-99.044128,39.568125
county,20165,Rush,Rush County,KS,Kansas,-99.586440,38.348334,-99.032408,38.697047
county,20167,Russell,Russell County,KS,Kansas,-99.042626,38.696699,-98.483748,39.133510
county,20169,Saline,Saline County,KS,Kansas,-97.928592,38.608931,-97.371614,38.958395
county,20171,Scott,Scott County,KS,Kansas,-101.128379,38.264137,-100.684500,38.700603
county,20173,Sedgwick,Sedgwick County,KS,Kansas,-97.808348,37.474184,-97.152145,37.912733
county,20175,Seward,Seward County,KS,Kansas,-101.068106,36.997922,-100.633327,37.387818
county,20177,Shawnee,Shawnee County,KS,Kansas,-96.039060,38.868892,-95.500246,39.216958
county,20179,Sheridan,Sheridan County,KS,Kansas,-100.721467,39.132031,-100.161667,39.568034
county,20181,Sherman,Sherman County,KS,Kansas,-102.049764,39.133147,-101.389068,39.568466
county,20183,Smith,Smith County,KS,Kansas,-99.067113,39.567429,-98.503975,40.002548
county,20185,Stafford,Stafford County,KS,Kansas,-99.022627,37.824306,-98.471941,38.261116
county,20187,Stanton,Stanton County,KS,Kansas,-102.042016,37.388392,-101.525810,37.738541
county,20189,Stevens,Stevens County,KS,Kansas,-101.556764,36.995414,-101.066451,37.388797
county,20191,Sumner,Sumner County,KS,Kansas,-97.807600,36.998682,-97.147721,37.477274
county,20193,Thomas,Thomas County,KS,Kansas,-101.391761,39.133045,-100.720008,39.568670
county,20195,Trego,Trego County,KS,Kansas,-100.153823,38.696266,-99.591776,39.132481
county,20197,Wabaunsee,Wabaunsee County,KS,Kansas,-96.501680,38.738884,-95.945924,39.212279
county,20199,Wallace,Wallace County,KS,Kansas,-102.047189,38.697567,-101.478195,39.134761
county,20201,Washington,Washington County,KS,Kansas,-97.369226,39.566368,-96.805768,40.002060
county,20203,Wichita,Wichita County,KS,Kansas,-101.567482,38.263145,-101.125438,38.701576
county,20205,Wilson,Wilson County,KS,Kansas,-95.962596,37.383946,-95.524965,37.734463
county,20207,Woodson,Woodson County,KS,Kansas,-95.961408,37.732759,-95.518970,38.040195
county,20209,Wyandotte,Wyandotte County,KS,Kansas,-94.908840,38.991401,-94.588413,39.202911
county,21001,Adair,Adair County,KY,Kentucky,-85.526881,36.925069,-85.043316,37.312262
county,21003,Allen,Allen County,KY,Kentucky,-86.419001,36.628520,-85.949403,36.935624
county,21005,Anderson,Anderson County,KY,Kentucky,-85.170043,37.884470,-84.796327,38.129607
county,21007,Ballard,Ballard County,KY,Kentucky,-89.182509,36.915486,-88.815952,37.229708
county,21009,Barren,Barren County,KY,Kentucky,-86.176212,36.722722,-85.739255,37.169813
county,21011,Bath,Bath County,KY,Kentucky,-83.980280,37.992542,-83.462805,38.302696
county,21013,Bell,Bell County,KY,Kentucky,-83.957274,36.582581,-83.459459,36.955786
county,21015,Boone,Boone County,KY,Kentucky,-84.896911,38.777293,-84.597932,39.147458
county,21017,Bourbon,Bourbon County,KY,Kentucky,-84.442661,38.067028,-83.969281,38.371750
county,21019,Boyd,Boyd County,KY,Kentucky,-82.817702,38.234685,-82.571756,38.505737
county,21021,Boyle,Boyle County,KY,Kentucky,-85.039674,37.532113,-84.651827,37.717249
county,21023,Bracken,Bracken County,KY,Kentucky,-84.235962,38.549838,-83.903917,38.827404
county,21025,Breathitt,Breathitt County,KY,Kentucky,-83.580204,37.330045,-82.948544,37.699988
county,21027,Breckinridge,Breckinridge County,KY,Kentucky,-86.677868,37.558637,-86.151285,38.045757
county,21029,Bullitt,Bullitt County,KY,Kentucky,-85.938321,37.805879,-85.428830,38.118383
county,21031,Butler,Butler County,KY,Kentucky,-86.944858,36.999766,-86.399165,37.395123
county,21033,Caldwell,Caldwell County,KY,Kentucky,-88.095781,36.950714,-87.680141,37.379445
county,21035,Calloway,Calloway County,KY,Kentucky,-88.489075,36.497129,-88.032489,36.750700
county,21037,Campbell,Campbell County,KY,Kentucky,-84.506082,38.805792,-84.231913,39.121760
county,21039,Carlisle,Carlisle County,KY,Kentucky,-89.179229,36.771564,-88.812897,36.954736
county,21041,Carroll,Carroll County,KY,Kentucky,-85.333091,38.580216,-84.934410,38.762103
county,21043,Carter,Carter County,KY,Kentucky,-83.341347,38.168334,-82.771737,38.504595
county,21045,Casey,Casey County,KY,Kentucky,-85.165174,37.102271,-84.706122,37.551266
county,21047,Christian,Christian County,KY,Kentucky,-87.733368,36.637071,-87.259371,37.159311
county,21049,Clark,Clark County,KY,Kentucky,-84.349026,37.821798,-83.966310,38.115118
county,21051,Clay,Clay County,KY,Kentucky,-83.969571,36.937404,-83.505113,37.358105
county,21053,Clinton,Clinton County,KY,Kentucky,-85.295949,36.615552,-84.974875,36.888018
county,21055,Crittenden,Crittenden County,KY,Kentucky,-88.358505,37.126115,-87.800561,37.547222
county,21057,Cumberland,Cumberland County,KY,Kentucky,-85.601624,36.618523,-85.215405,36.938138
county,21059,Daviess,Daviess County,KY,Kentucky,-87.408547,37.560803,-86.817100,37.930231
county,21061,Edmonson,Edmonson County,KY,Kentucky,-86.469126,37.053285,-86.049133,37.340647
county,21063,Elliott,Elliott County,KY,Kentucky,-83.270846,37.996460,-82.888859,38.266963
county,21065,Estill,Estill County,KY,Kentucky,-84.126948,37.542856,-83.721658,37.853066
county,21067,Fayette,Fayette County,KY,Kentucky,-84.660135,37.845302,-84.282629,38.211357
county,21069,Fleming,Fleming County,KY,Kentucky,-83.984282,38.170963,-83.452848,38.525381
county,21071,Floyd,Floyd County,KY,Kentucky,-82.945873,37.285323,-82.563561,37.756227
county,21073,Franklin,Franklin County,KY,Kentucky,-85.024264,38.093437,-84.725168,38.374836
county,21075,Fulton,Fulton County,KY,Kentucky,-89.571509,36.497491,-88.834866,36.650473
county,21077,Gallatin,Gallatin County,KY,Kentucky,-85.023425,38.662130,-84.660107,38.859360
county,21079,Garrard,Garrard County,KY,Kentucky,-84.745436,37.472663,-84.347805,37.830230
county,21081,Grant,Grant County,KY,Kentucky,-84.785788,38.473039,-84.476299,38.803515
county,21083,Graves,Graves County,KY,Kentucky,-88.819595,36.501068,-88.484103,36.946864
county,21085,Grayson,Grayson County,KY,Kentucky,-86.668979,37.321099,-86.019089,37.623028
county,21087,Green,Green County,KY,Kentucky,-85.697325,37.109450,-85.352771,37.471681
county,21089,Greenup,Greenup County,KY,Kentucky,-83.167673,38.373935,-82.665481,38.756576
county,21091,Hancock,Hancock County,KY,Kentucky,-86.987136,37.655008,-86.622316,37.999392
county,21093,Hardin,Hardin County,KY,Kentucky,-86.277558,37.440308,-85.676072,38.005085
county,21095,Harlan,Harlan County,KY,Kentucky,-83.511729,36.664785,-82.855705,37.021202
county,21097,Harrison,Harrison County,KY,Kentucky,-84.557375,38.277879,-84.102100,38.582039
county,21099,Hart,Hart County,KY,Kentucky,-86.161548,37.148392,-85.650809,37.449933
county,21101,Henderson,Henderson County,KY,Kentucky,-87.927094,37.638376,-87.271162,37.975472
county,21103,Henry,Henry County,KY,Kentucky,-85.346080,38.335586,-84.866981,38.596838
county,21105,Hickman,Hickman County,KY,Kentucky,-89.201047,36.502815,-88.813229,36.797285
county,21107,Hopkins,Hopkins County,KY,Kentucky,-87.851728,37.105344,-87.295376,37.569988
county,21109,Jackson,Jackson County,KY,Kentucky,-84.205306,37.250551,-83.782029,37.581421
county,21111,Jefferson,Jefferson County,KY,Kentucky,-85.947114,37.997217,-85.404899,38.380246
county,21113,Jessamine,Jessamine County,KY,Kentucky,-84.724676,37.728644,-84.434398,38.003745
county,21115,Johnson,Johnson County,KY,Kentucky,-83.004649,37.703200,-82.612393,38.000431
county,21117,Kenton,Kenton County,KY,Kentucky,-84.623485,38.790093,-84.417457,39.099660
county,21119,Knott,Knott County,KY,Kentucky,-83.134711,37.172420,-82.710629,37.526349
county,21121,Knox,Knox County,KY,Kentucky,-84.094634,36.687259,-83.566142,37.054919
county,21123,Larue,Larue County,KY,Kentucky,-85.894618,37.421996,-85.466250,37.732284
county,21125,Laurel,Laurel County,KY,Kentucky,-84.368864,36.939369,-83.862526,37.335749
county,21127,Lawrence,Lawrence County,KY,Kentucky,-83.025222,37.879272,-82.464067,38.268939
county,21129,Lee,Lee County,KY,Kentucky,-83.905570,37.486821,-83.522308,37.720135
county,21131,Leslie,Leslie County,KY,Kentucky,-83.553101,36.883167,-83.164640,37.320564
county,21133,Letcher,Letcher County,KY,Kentucky,-83.153812,36.954163,-82.565375,37.273293
county,21135,Lewis,Lewis County,KY,Kentucky,-83.645125,38.318258,-83.023961,38.725568
county,21137,Lincoln,Lincoln County,KY,Kentucky,-84.860130,37.238328,-84.446719,37.640313
county,21139,Livingston,Livingston County,KY,Kentucky,-88.566475,36.981911,-88.187289,37.425216
county,21141,Logan,Logan County,KY,Kentucky,-87.060846,36.643217,-86.611586,37.073588
county,21143,Lyon,Lyon County,KY,Kentucky,-88.240371,36.867183,-87.876996,37.179684
county,21145,McCracken,McCracken County,KY,Kentucky,-88.934370,36.942096,-88.482957,37.227719
county,21147,McCreary,McCreary County,KY,Kentucky,-84.778456,36.591882,-84.226827,36.962854
county,21149,McLean,McLean County,KY,Kentucky,-87.499924,37.380453,-87.038260,37.683563
county,21151,Madison,Madison County,KY,Kentucky,-84.525643,37.515568,-84.073908,37.917546
county,21153,Magoffin,Magoffin County,KY,Kentucky,-83.270640,37.486525,-82.878723,37.894675
county,21155,Marion,Marion County,KY,Kentucky,-85.521290,37.412246,-85.030172,37.730658
county,21157,Marshall,Marshall County,KY,Kentucky,-88.485697,36.746290,-88.110831,37.063992
county,21159,Martin,Martin County,KY,Kentucky,-82.674443,37.668686,-82.310777,37.962786
county,21161,Mason,Mason County,KY,Kentucky,-83.991605,38.456348,-83.624596,38.768152
county,21163,Meade,Meade County,KY,Kentucky,-86.490769,37.798878,-85.975948,38.198807
county,21165,Menifee,Menifee County,KY,Kentucky,-83.777170,37.818343,-83.433942,38.058883
county,21167,Mercer,Mercer County,KY,Kentucky,-85.030980,37.678854,-84.688331,37.970088
county,21169,Metcalfe,Metcalfe County,KY,Kentucky,-85.776962,36.818039,-85.441755,37.182427
county,21171,Monroe,Monroe County,KY,Kentucky,-85.977442,36.614994,-85.436433,36.842100
county,21173,Montgomery,Montgomery County,KY,Kentucky,-84.080527,37.900227,-83.755706,38.192118
county,21175,Morgan,Morgan County,KY,Kentucky,-83.506406,37.712657,-82.960896,38.115386
county,21177,Muhlenberg,Muhlenberg County,KY,Kentucky,-87.388826,37.040557,-86.881254,37.416042
county,21179,Nelson,Nelson County,KY,Kentucky,-85.742570,37.523048,-85.150549,37.990654
county,21181,Nicholas,Nicholas County,KY,Kentucky,-84.194050,38.192118,-83.833513,38.460612
county,21183,Ohio,Ohio County,KY,Kentucky,-87.137416,37.212313,-86.576691,37.737754
county,21185,Oldham,Oldham County,KY,Kentucky,-85.637864,38.285309,-85.283082,38.524682
county,21187,Owen,Owen County,KY,Kentucky,-85.076118,38.338505,-84.580539,38.724643
county,21189,Owsley,Owsley County,KY,Kentucky,-83.888204,37.255673,-83.521254,37.541371
county,21191,Pendleton,Pendleton County,KY,Kentucky,-84.532288,38.529654,-84.195534,38.874830
county,21193,Perry,Perry County,KY,Kentucky,-83.553942,36.991845,-83.000142,37.443538
county,21195,Pike,Pike County,KY,Kentucky,-82.732693,37.196092,-81.964971,37.745068
county,21197,Powell,Powell County,KY,Kentucky,-84.027370,37.716293,-83.631060,37.933765
county,21199,Pulaski,Pulaski County,KY,Kentucky,-84.906983,36.867133,-84.278585,37.355729
county,21201,Robertson,Robertson County,KY,Kentucky,-84.183903,38.422286,-83.930348,38.608594
county,21203,Rockcastle,Rockcastle County,KY,Kentucky,-84.502932,37.151740,-84.129130,37.539876
county,21205,Rowan,Rowan County,KY,Kentucky,-83.635195,38.016975,-83.199026,38.396278
county,21207,Russell,Russell County,KY,Kentucky,-85.274950,36.827334,-84.835712,37.186028
county,21209,Scott,Scott County,KY,Kentucky,-84.740594,38.110878,-84.401847,38.492917
county,21211,Shelby,Shelby County,KY,Kentucky,-85.468206,38.036753,-84.956959,38.358054
county,21213,Simpson,Simpson County,KY,Kentucky,-86.763295,36.633472,-86.400518,36.883057
county,21215,Spencer,Spencer County,KY,Kentucky,-85.516882,37.939838,-85.101646,38.147438
county,21217,Taylor,Taylor County,KY,Kentucky,-85.586992,37.192432,-85.073772,37.482951
county,21219,Todd,Todd County,KY,Kentucky,-87.335980,36.641543,-87.050160,37.075715
county,21221,Trigg,Trigg County,KY,Kentucky,-88.157347,36.633247,-87.659724,37.002103
county,21223,Trimble,Trimble County,KY,Kentucky,-85.456755,38.492592,-85.168270,38.737135
county,21225,Union,Union County,KY,Kentucky,-88.160187,37.469880,-87.734545,37.901704
county,21227,Warren,Warren County,KY,Kentucky,-86.674462,36.776187,-86.113512,37.190708
county,21229,Washington,Washington County,KY,Kentucky,-85.401784,37.630908,-85.000520,37.917167
county,21231,Wayne,Wayne County,KY,Kentucky,-85.064307,36.603209,-84.572558,36.997612
county,21233,Webster,Webster County,KY,Kentucky,-87.943955,37.350645,-87.375145,37.647547
county,21235,Whitley,Whitley County,KY,Kentucky,-84.355850,36.587694,-83.877503,36.972864
county,21237,Wolfe,Wolfe County,KY,Kentucky,-83.707974,37.619104,-83.242808,37.861906
